osm_type,osm_id,name,amenity,cuisine,addr:street,addr:housenumber,addr:postcode,addr:city,phone,website,opening_hours,operator,lat,lon,all_tags,contact:phone,contact:website,contact:email,description,internet_access,wifi,wheelchair,outdoor_seating,indoor_seating,smoking,smoking:outside,toilets,toilets:wheelchair,changing_table,highchair,air_conditioning,dog,reservations,max_seats,takeaway,delivery,drive_through,self_service,payment:cash,payment:cards,payment:debit_cards,payment:credit_cards,payment:contactless,payment:mastercard,payment:visa,payment:american_express,payment:google_pay,payment:apple_pay,payment:blik,payment:mobile_phone,diet:vegetarian,vegetarian,diet:vegan,vegan,diet:gluten_free,gluten_free,contact:facebook,contact:instagram,contact:twitter,contact:youtube,contact:tripadvisor,contact:booking,text_chunk
node,3940513266,IKEA Café,cafe,coffee_shop,,,,,,https://www.ikea.com/pl/pl/store/lodz/restaurant,Mo-Sa 09:00-20:30; Su 09:00-19:30,,51.7023412,19.4127147,"{""amenity"": ""cafe"", ""brand"": ""IKEA"", ""brand:ru"": ""ИКЕА"", ""brand:wikidata"": ""Q54078"", ""cuisine"": ""coffee_shop"", ""name"": ""IKEA Café"", ""name:ru"": ""Бистро ИКЕА"", ""opening_hours"": ""Mo-Sa 09:00-20:30; Su 09:00-19:30"", ""takeaway"": ""yes"", ""website"": ""https://www.ikea.com/pl/pl/store/lodz/restaurant""}",,https://www.ikea.com/pl/pl/store/lodz/restaurant,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IKEA Café — cafe Kuchnia: coffee_shop. Godziny otwarcia: Mo-Sa 09:00-20:30; Su 09:00-19:30. Strona: https://www.ikea.com/pl/pl/store/lodz/restaurant. Udogodnienia: Na wynos: yes. Współrzędne: 51.702341, 19.412715. OSM: https://www.openstreetmap.org/node/3940513266. Dodatkowe tagi: brand: IKEA; brand:ru: ИКЕА; brand:wikidata: Q54078; name:ru: Бистро ИКЕА."
node,3940528260,IKEA restauracja,restaurant,szwedzka;dessert;sandwich;chicken;hot_dog;pancake,Chocianowice-IKEA,,,,,,Mo-Sa 10:00-21:00; Su 10:00-20:00,,51.7019172,19.4124434,"{""addr:street"": ""Chocianowice-IKEA"", ""amenity"": ""restaurant"", ""brand"": ""IKEA"", ""brand:ru"": ""ИКЕА"", ""cuisine"": ""szwedzka;dessert;sandwich;chicken;hot_dog;pancake"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name"": ""IKEA restauracja"", ""not:brand:wikidata"": ""Q54078"", ""opening_hours"": ""Mo-Sa 10:00-21:00; Su 10:00-20:00"", ""takeaway"": ""yes""}",,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IKEA restauracja — restaurant Kuchnia: szwedzka, dessert, sandwich, chicken, hot_dog, pancake, szwedzka;dessert;sandwich;chicken;hot_dog;pancake. Adres: Chocianowice-IKEA. Godziny otwarcia: Mo-Sa 10:00-21:00; Su 10:00-20:00. Udogodnienia: Internet: yes; Na wynos: yes. Współrzędne: 51.701917, 19.412443. OSM: https://www.openstreetmap.org/node/3940528260. Dodatkowe tagi: brand: IKEA; brand:ru: ИКЕА; internet_access:fee: no; not:brand:wikidata: Q54078."
node,4019471392,Trattoria Bandiera Italiana,restaurant,italian,Pabianicka,115,93-494,Łódź,+48578586928,https://www.facebook.com/TrattoriaBandieraitaliana/,Mo-Th 13:00-21:00; Fr-Sa 13:00-22:00; Su 13:00-21:00,,51.7204309,19.4389256,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""115"", ""addr:postcode"": ""93-494"", ""addr:street"": ""Pabianicka"", ""amenity"": ""restaurant"", ""contact:email"": ""grappa.marek@gmail.com"", ""cuisine"": ""italian"", ""delivery"": ""yes"", ""email"": ""grappa.marek@gmail.com"", ""name"": ""Trattoria Bandiera Italiana"", ""opening_hours"": ""Mo-Th 13:00-21:00; Fr-Sa 13:00-22:00; Su 13:00-21:00"", ""phone"": ""+48578586928"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/TrattoriaBandieraitaliana/""}",+48578586928,https://www.facebook.com/TrattoriaBandieraitaliana/,grappa.marek@gmail.com,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trattoria Bandiera Italiana — restaurant Kuchnia: italian. Adres: Pabianicka 115, 93-494, Łódź. Godziny otwarcia: Mo-Th 13:00-21:00; Fr-Sa 13:00-22:00; Su 13:00-21:00. Telefon: +48578586928. Strona: https://www.facebook.com/TrattoriaBandieraitaliana/. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.720431, 19.438926. OSM: https://www.openstreetmap.org/node/4019471392. Dodatkowe tagi: email: grappa.marek@gmail.com."
node,4035499323,Tu i Teraz,restaurant,,Juliana Tuwima,46,,Łódź,,,,,51.7664882,19.4673987,"{""addr:city"": ""Łódź"", ""addr:country"": ""PL"", ""addr:housenumber"": ""46"", ""addr:street"": ""Juliana Tuwima"", ""amenity"": ""restaurant"", ""name"": ""Tu i Teraz""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tu i Teraz — restaurant Adres: Juliana Tuwima 46, Łódź. Współrzędne: 51.766488, 19.467399. OSM: https://www.openstreetmap.org/node/4035499323. Dodatkowe tagi: addr:country: PL."
node,4068083159,Galicja,restaurant,polish,Ogrodowa,19a,91-065,Łódź,426308855,https://galicjamanufaktura.pl/,Mo- Sa 11:00-20:00; Su 11:00-19:00,,51.7793021,19.4498275,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""19a"", ""addr:postcode"": ""91-065"", ""addr:street"": ""Ogrodowa"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""delivery"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""biuro@galicjamanufaktura.pl"", ""indoor_seating"": ""yes"", ""name"": ""Galicja"", ""opening_hours"": ""Mo- Sa 11:00-20:00; Su 11:00-19:00"", ""outdoor_seating"": ""yes"", ""phone"": ""426308855"", ""takeaway"": ""yes"", ""website"": ""https://galicjamanufaktura.pl/""}",426308855,https://galicjamanufaktura.pl/,biuro@galicjamanufaktura.pl,,,,,yes,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galicja — restaurant Kuchnia: polish. Adres: Ogrodowa 19a, 91-065, Łódź. Godziny otwarcia: Mo- Sa 11:00-20:00; Su 11:00-19:00. Telefon: 426308855. Strona: https://galicjamanufaktura.pl/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes; Na wynos: yes; Dostawa: yes. Współrzędne: 51.779302, 19.449828. OSM: https://www.openstreetmap.org/node/4068083159. Dodatkowe tagi: discount:citycard: yes; email: biuro@galicjamanufaktura.pl."
node,4104811830,Da Grasso,restaurant,pizza,Juliusza Kossaka,5A,93-213,Łódź,422373922,https://www.dagrasso.pl/lodz-dabrowa-kossaka,Mo-Th 11:00-22:00; Fr-Sa 11:00-00:00; Su 12:00-22:00,,51.7405955,19.4991578,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""5A"", ""addr:postcode"": ""93-213"", ""addr:street"": ""Juliusza Kossaka"", ""amenity"": ""restaurant"", ""brand"": ""Da Grasso"", ""brand:wikidata"": ""Q11692586"", ""cuisine"": ""pizza"", ""diet:vegetarian"": ""yes"", ""name"": ""Da Grasso"", ""opening_hours"": ""Mo-Th 11:00-22:00; Fr-Sa 11:00-00:00; Su 12:00-22:00"", ""phone"": ""422373922"", ""website"": ""https://www.dagrasso.pl/lodz-dabrowa-kossaka""}",422373922,https://www.dagrasso.pl/lodz-dabrowa-kossaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Da Grasso — restaurant Kuchnia: pizza. Adres: Juliusza Kossaka 5A, 93-213, Łódź. Godziny otwarcia: Mo-Th 11:00-22:00; Fr-Sa 11:00-00:00; Su 12:00-22:00. Telefon: 422373922. Strona: https://www.dagrasso.pl/lodz-dabrowa-kossaka. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.740595, 19.499158. OSM: https://www.openstreetmap.org/node/4104811830. Dodatkowe tagi: brand: Da Grasso; brand:wikidata: Q11692586."
node,4107200997,Rondo Smaków,restaurant,regional,Rojna,1,,Łódź,+48885191919,,,,51.7927722,19.3930137,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1"", ""addr:street"": ""Rojna"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Rondo Smaków"", ""phone"": ""+48885191919""}",+48885191919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rondo Smaków — restaurant Kuchnia: regional. Adres: Rojna 1, Łódź. Telefon: +48885191919. Współrzędne: 51.792772, 19.393014. OSM: https://www.openstreetmap.org/node/4107200997."
node,4134200869,Saskie Jadło,restaurant,polish,Rzgowska,59,93-020,Łódź,,,Mo-Fr 12:00-17:00; Sa 12:00-15:00,,51.7327995,19.4724809,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""59"", ""addr:postcode"": ""93-020"", ""addr:street"": ""Rzgowska"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""name"": ""Saskie Jadło"", ""opening_hours"": ""Mo-Fr 12:00-17:00; Sa 12:00-15:00""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saskie Jadło — restaurant Kuchnia: polish. Adres: Rzgowska 59, 93-020, Łódź. Godziny otwarcia: Mo-Fr 12:00-17:00; Sa 12:00-15:00. Współrzędne: 51.732799, 19.472481. OSM: https://www.openstreetmap.org/node/4134200869."
node,4144709089,Dzielna 43,restaurant,pizza,Gabriela Narutowicza,43,90-125,Łódź,+ 48 571 309 002,https://www.facebook.com/people/Dzielna-43/100035615726494/,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00,,51.7716126,19.4687311,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""43"", ""addr:postcode"": ""90-125"", ""addr:street"": ""Gabriela Narutowicza"", ""amenity"": ""restaurant"", ""contact:facebook"": ""https://facebook.com/Dzielna-43-101073745069834/"", ""cuisine"": ""pizza"", ""diet:vegetarian"": ""yes"", ""email"": ""dzielna43@gmail.com"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Dzielna 43"", ""opening_hours"": ""Su-Th 12:00-22:00; Fr-Sa 12:00-23:00"", ""outdoor_seating"": ""no"", ""phone"": ""+ 48 571 309 002"", ""website"": ""https://www.facebook.com/people/Dzielna-43/100035615726494/""}",+ 48 571 309 002,https://www.facebook.com/people/Dzielna-43/100035615726494/,dzielna43@gmail.com,,wlan,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,https://facebook.com/Dzielna-43-101073745069834/,,,,,,"Dzielna 43 — restaurant Kuchnia: pizza. Adres: Gabriela Narutowicza 43, 90-125, Łódź. Godziny otwarcia: Su-Th 12:00-22:00; Fr-Sa 12:00-23:00. Telefon: + 48 571 309 002. Strona: https://www.facebook.com/people/Dzielna-43/100035615726494/. Social media i dodatkowe profile: Facebook: https://facebook.com/Dzielna-43-101073745069834/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Internet: wlan. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.771613, 19.468731. OSM: https://www.openstreetmap.org/node/4144709089. Dodatkowe tagi: email: dzielna43@gmail.com; internet_access:fee: no."
node,4145046089,Restauracja Gruzińska,restaurant,georgian,Piotrkowska,82,90-102,Łódź,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:00,,51.7672804,19.4569853,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""82"", ""addr:postcode"": ""90-102"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""georgian"", ""indoor_seating"": ""yes"", ""name"": ""Restauracja Gruzińska"", ""opening_hours"": ""Mo-Th 12:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:00"", ""outdoor_seating"": ""yes""}",,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restauracja Gruzińska — restaurant Kuchnia: georgian. Adres: Piotrkowska 82, 90-102, Łódź. Godziny otwarcia: Mo-Th 12:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:00. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes. Współrzędne: 51.767280, 19.456985. OSM: https://www.openstreetmap.org/node/4145046089."
node,4146202289,Gorąca Kiełbasiarnia,restaurant,polish,Wojciecha Głowackiego,5/5A,91-734,Łódź,+48668242770,https://www.facebook.com/GoracaKielbasiarnia/,Su 12:00-19:00; Mo-Sa 11:00-20:30,,51.7885554,19.4712625,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""5/5A"", ""addr:postcode"": ""91-734"", ""addr:street"": ""Wojciecha Głowackiego"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""delivery"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Gorąca Kiełbasiarnia"", ""opening_hours"": ""Su 12:00-19:00; Mo-Sa 11:00-20:30"", ""outdoor_seating"": ""no"", ""phone"": ""+48668242770"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/GoracaKielbasiarnia/""}",+48668242770,https://www.facebook.com/GoracaKielbasiarnia/,,,,,,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gorąca Kiełbasiarnia — restaurant Kuchnia: polish. Adres: Wojciecha Głowackiego 5/5A, 91-734, Łódź. Godziny otwarcia: Su 12:00-19:00; Mo-Sa 11:00-20:30. Telefon: +48668242770. Strona: https://www.facebook.com/GoracaKielbasiarnia/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Współrzędne: 51.788555, 19.471263. OSM: https://www.openstreetmap.org/node/4146202289."
node,4163438723,U Milscha,restaurant,polish,Łąkowa,21,,Łódź,+48 505376382,http://www.umilscha.pl/,We-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-18:00,,51.759847,19.4427412,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""21"", ""addr:street"": ""Łąkowa"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""delivery"": ""yes"", ""diet:vegan"": ""no"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""U Milscha"", ""opening_hours"": ""We-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-18:00"", ""outdoor_seating"": ""no"", ""phone"": ""+48 505376382"", ""takeaway"": ""yes"", ""website"": ""http://www.umilscha.pl/""}",+48 505376382,http://www.umilscha.pl/,,,,,,no,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,no,,,,,,,,,,"U Milscha — restaurant Kuchnia: polish. Adres: Łąkowa 21, Łódź. Godziny otwarcia: We-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-18:00. Telefon: +48 505376382. Strona: http://www.umilscha.pl/. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: no. Współrzędne: 51.759847, 19.442741. OSM: https://www.openstreetmap.org/node/4163438723."
node,4223599226,Zajazd Don Kichot,restaurant,pizza;salad;polish,Strykowska,98,91-604,Łódź,+48516018213,,"Mo-Th 12:00-21:00, Fr-Su 12:00-22:00",,51.8241517,19.5162249,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""98"", ""addr:postcode"": ""91-604"", ""addr:street"": ""Strykowska"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza;salad;polish"", ""name"": ""Zajazd Don Kichot"", ""opening_hours"": ""Mo-Th 12:00-21:00, Fr-Su 12:00-22:00"", ""phone"": ""+48516018213""}",+48516018213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zajazd Don Kichot — restaurant Kuchnia: pizza, salad, polish, pizza;salad;polish. Adres: Strykowska 98, 91-604, Łódź. Godziny otwarcia: Mo-Th 12:00-21:00, Fr-Su 12:00-22:00. Telefon: +48516018213. Współrzędne: 51.824152, 19.516225. OSM: https://www.openstreetmap.org/node/4223599226."
node,4252849395,A... Nóż Widelec,restaurant,regional,Łączna,29/31,,Łódź,+48 507 101 400,,Mo-Fr 10:00-18:00; Sa 11:00-15:00,,51.7326415,19.4742321,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""29/31"", ""addr:street"": ""Łączna"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""A... Nóż Widelec"", ""opening_hours"": ""Mo-Fr 10:00-18:00; Sa 11:00-15:00"", ""phone"": ""+48 507 101 400""}",+48 507 101 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A... Nóż Widelec — restaurant Kuchnia: regional. Adres: Łączna 29/31, Łódź. Godziny otwarcia: Mo-Fr 10:00-18:00; Sa 11:00-15:00. Telefon: +48 507 101 400. Współrzędne: 51.732641, 19.474232. OSM: https://www.openstreetmap.org/node/4252849395."
node,4262793552,Ha Long,restaurant,asian,,,,,,,,,51.7694264,19.4458245,"{""amenity"": ""restaurant"", ""cuisine"": ""asian"", ""name"": ""Ha Long""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ha Long — restaurant Kuchnia: asian. Współrzędne: 51.769426, 19.445825. OSM: https://www.openstreetmap.org/node/4262793552."
node,4262793554,Phuong Dong,restaurant,asian,,,,,,,,,51.7682824,19.4460564,"{""amenity"": ""restaurant"", ""check_date"": ""2024-07-18"", ""cuisine"": ""asian"", ""name"": ""Phuong Dong"", ""wheelchair"": ""no""}",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phuong Dong — restaurant Kuchnia: asian. Udogodnienia: Dostęp dla wózków: no. Współrzędne: 51.768282, 19.446056. OSM: https://www.openstreetmap.org/node/4262793554. Dodatkowe tagi: check_date: 2024-07-18."
node,4262872618,Ha Long,restaurant,asian,,,,,,,,,51.7519669,19.4517646,"{""amenity"": ""restaurant"", ""check_date"": ""2024-07-20"", ""cuisine"": ""asian"", ""name"": ""Ha Long""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ha Long — restaurant Kuchnia: asian. Współrzędne: 51.751967, 19.451765. OSM: https://www.openstreetmap.org/node/4262872618. Dodatkowe tagi: check_date: 2024-07-20."
node,4262893954,Fiero Pizza,restaurant,pizza,,,,,888252262,,,,51.750354,19.4602827,"{""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""diet:vegetarian"": ""yes"", ""name"": ""Fiero Pizza"", ""phone"": ""888252262""}",888252262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Fiero Pizza — restaurant Kuchnia: pizza. Telefon: 888252262. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.750354, 19.460283. OSM: https://www.openstreetmap.org/node/4262893954."
node,4266217587,Filharmonia Smaku,restaurant,traditional,Pabianicka,132,93-410,Łódź,+48 530 859 000,https://www.filharmoniasmaku.info/,Mo off; Tu-Th 12:30-21:00; Fr-Sa 12:30-22:00; Su 11:00-20:00,,51.7219017,19.4420307,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""132"", ""addr:postcode"": ""93-410"", ""addr:street"": ""Pabianicka"", ""amenity"": ""restaurant"", ""cuisine"": ""traditional"", ""email"": ""restauracja@filharmoniasmaku.info"", ""name"": ""Filharmonia Smaku"", ""opening_hours"": ""Mo off; Tu-Th 12:30-21:00; Fr-Sa 12:30-22:00; Su 11:00-20:00"", ""phone"": ""+48 530 859 000"", ""website"": ""https://www.filharmoniasmaku.info/""}",+48 530 859 000,https://www.filharmoniasmaku.info/,restauracja@filharmoniasmaku.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Filharmonia Smaku — restaurant Kuchnia: traditional. Adres: Pabianicka 132, 93-410, Łódź. Godziny otwarcia: Mo off; Tu-Th 12:30-21:00; Fr-Sa 12:30-22:00; Su 11:00-20:00. Telefon: +48 530 859 000. Strona: https://www.filharmoniasmaku.info/. Współrzędne: 51.721902, 19.442031. OSM: https://www.openstreetmap.org/node/4266217587. Dodatkowe tagi: email: restauracja@filharmoniasmaku.info."
node,4269748389,Con Ga Moi,restaurant,vietnamese,,,,,,,,,51.7786399,19.4862732,"{""amenity"": ""restaurant"", ""cuisine"": ""vietnamese"", ""name"": ""Con Ga Moi""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Con Ga Moi — restaurant Kuchnia: vietnamese. Współrzędne: 51.778640, 19.486273. OSM: https://www.openstreetmap.org/node/4269748389."
node,4269791406,Cukiernia Dybalski,cafe,dessert,Stefana Jaracza,5,90-264,Łódź,+48426321492,https://www.dybalski.pl/,Mo-Sa 7:00-18:00,,51.7727154,19.4571812,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""90-264"", ""addr:street"": ""Stefana Jaracza"", ""amenity"": ""cafe"", ""cuisine"": ""dessert"", ""discount:citycard"": ""yes"", ""email"": ""cukierniadybalski@gmail.com"", ""name"": ""Cukiernia Dybalski"", ""opening_hours"": ""Mo-Sa 7:00-18:00"", ""phone"": ""+48426321492"", ""takeaway"": ""yes"", ""website"": ""https://www.dybalski.pl/""}",+48426321492,https://www.dybalski.pl/,cukierniadybalski@gmail.com,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cukiernia Dybalski — cafe Kuchnia: dessert. Adres: Stefana Jaracza 5, 90-264, Łódź. Godziny otwarcia: Mo-Sa 7:00-18:00. Telefon: +48426321492. Strona: https://www.dybalski.pl/. Udogodnienia: Na wynos: yes. Współrzędne: 51.772715, 19.457181. OSM: https://www.openstreetmap.org/node/4269791406. Dodatkowe tagi: discount:citycard: yes; email: cukierniadybalski@gmail.com."
node,4269836519,Poczekalnia,cafe,,Stanisława Więckowskiego,16,90-001,Łódź,+48 602 491 350,,Tu-Th 16:00-22:00; Fr-Sa 16:00-24:00,,51.7722769,19.4522808,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""90-001"", ""addr:street"": ""Stanisława Więckowskiego"", ""amenity"": ""cafe"", ""contact:facebook"": ""https://www.facebook.com/CafeBarPoczekalnia"", ""discount:citycard"": ""yes"", ""email"": ""anna.zaron@wp.pl"", ""name"": ""Poczekalnia"", ""opening_hours"": ""Tu-Th 16:00-22:00; Fr-Sa 16:00-24:00"", ""phone"": ""+48 602 491 350""}",+48 602 491 350,,anna.zaron@wp.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/CafeBarPoczekalnia,,,,,,"Poczekalnia — cafe Adres: Stanisława Więckowskiego 16, 90-001, Łódź. Godziny otwarcia: Tu-Th 16:00-22:00; Fr-Sa 16:00-24:00. Telefon: +48 602 491 350. Social media i dodatkowe profile: Facebook: https://www.facebook.com/CafeBarPoczekalnia. Współrzędne: 51.772277, 19.452281. OSM: https://www.openstreetmap.org/node/4269836519. Dodatkowe tagi: discount:citycard: yes; email: anna.zaron@wp.pl."
node,4280398074,Tubajka,cafe,coffe_shop,Plac Zwycięstwa,3,90-312,Łódź,+48 42 307 3187,https://www.tubajka.com/,Mo-Tu 9:30-19:00; We 9:30-19:30; Th-Fr 9:30-19:00; Su-Sa 9:30-19:30,,51.7595416,19.4785774,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""90-312"", ""addr:street"": ""Plac Zwycięstwa"", ""amenity"": ""cafe"", ""cuisine"": ""coffe_shop"", ""delivery"": ""yes"", ""email"": ""kontakt@tubajka.com"", ""name"": ""Tubajka"", ""opening_hours"": ""Mo-Tu 9:30-19:00; We 9:30-19:30; Th-Fr 9:30-19:00; Su-Sa 9:30-19:30"", ""phone"": ""+48 42 307 3187"", ""takeaway"": ""yes"", ""website"": ""https://www.tubajka.com/""}",+48 42 307 3187,https://www.tubajka.com/,kontakt@tubajka.com,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tubajka — cafe Kuchnia: coffe_shop. Adres: Plac Zwycięstwa 3, 90-312, Łódź. Godziny otwarcia: Mo-Tu 9:30-19:00; We 9:30-19:30; Th-Fr 9:30-19:00; Su-Sa 9:30-19:30. Telefon: +48 42 307 3187. Strona: https://www.tubajka.com/. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.759542, 19.478577. OSM: https://www.openstreetmap.org/node/4280398074. Dodatkowe tagi: email: kontakt@tubajka.com."
node,4280398097,Browar Księży Młyn,restaurant,international,Księdza Biskupa Wincentego Tymienieckiego,22/24,90-349,Łódź,609117513,http://www.browarksiezymlyn.pl/,,,51.7527294,19.4764204,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""22/24"", ""addr:postcode"": ""90-349"", ""addr:street"": ""Księdza Biskupa Wincentego Tymienieckiego"", ""amenity"": ""restaurant"", ""cuisine"": ""international"", ""delivery:covid19"": ""yes"", ""email"": ""info@browarksiezymlyn.pl"", ""microbrewery"": ""yes"", ""name"": ""Browar Księży Młyn"", ""opening_hours:covid19"": ""Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su-Mo 12:00-20:00"", ""phone"": ""609117513"", ""takeaway:covid19"": ""yes"", ""website"": ""http://www.browarksiezymlyn.pl/""}",609117513,http://www.browarksiezymlyn.pl/,info@browarksiezymlyn.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Browar Księży Młyn — restaurant Kuchnia: international. Adres: Księdza Biskupa Wincentego Tymienieckiego 22/24, 90-349, Łódź. Telefon: 609117513. Strona: http://www.browarksiezymlyn.pl/. Współrzędne: 51.752729, 19.476420. OSM: https://www.openstreetmap.org/node/4280398097. Dodatkowe tagi: delivery:covid19: yes; email: info@browarksiezymlyn.pl; microbrewery: yes; opening_hours:covid19: Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su-Mo 12:00-20:00; takeaway:covid19: yes."
node,4286179659,NieWinni,restaurant,,Księdza Biskupa Wincentego Tymienieckiego,3,90-365,Łódź,,,,,51.7483394,19.4640697,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""90-365"", ""addr:street"": ""Księdza Biskupa Wincentego Tymienieckiego"", ""amenity"": ""restaurant"", ""internet_access"": ""wlan"", ""name"": ""NieWinni"", ""smoking"": ""no""}",,,,,wlan,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NieWinni — restaurant Adres: Księdza Biskupa Wincentego Tymienieckiego 3, 90-365, Łódź. Udogodnienia: Palenie: no; Internet: wlan. Współrzędne: 51.748339, 19.464070. OSM: https://www.openstreetmap.org/node/4286179659."
